,Intercept,social_skill,attn_switch,img,attn_to_det,comm,posAffect,negAffect,neuroticism,extraversion,openness,agreeableness,conscientiousness,loneliness,nfriends,r2
0,-3.920478086741882e-15,0.7050519737624664,1.913168435001136,2.100552630699615,-0.6181710057551302,-2.549169185797412,0.5859669026291638,-1.2679703075721784,-0.0640138080280899,0.231750867798397,0.5197227742614404,-1.311601736220268,-2.4314287373899193,-0.0103257229612621,1.2124890478920782,0.0941356677104963
1,-4.20019519273753e-15,1.3619318622706,-1.7202428863769903,0.4310693452981525,1.9132974047086329,-0.6640546707004888,-0.99975875592445,-0.0709601838212581,-0.935978340342114,-0.1025096428077284,-0.4340298239122548,-0.0982514589455314,-0.37640354595923,0.1570969478955158,1.9035263632605204,0.051885601511756474
2,-4.007739603800594e-15,-1.93246971235872,0.8113270634441105,0.9381875542166892,-0.0773185644201976,-0.6779485978661177,-2.1835119717337963,-0.6298833624810116,-0.4191819857831997,-0.7622163161605332,0.1033639931946278,1.1142853054823365,0.8791097620194815,1.465284008611752,-0.2233152300010302,0.06790295205955754
3,-3.692924081841742e-15,1.3164641473962582,0.634045752086226,-0.3994872808968603,0.2671639785772979,-0.5067211813812237,0.2392674216755954,1.515389331539296,-1.07200236728095,0.617134454321773,-0.3727344683326215,1.1566666227210134,0.2072176124553603,1.0537966622270627,0.2004078156997087,0.03572611077250887
4,-3.3441694664079205e-15,1.2636321492310507,-2.073376686609483,0.7901561116170164,0.0384290246433948,-0.5872701900947663,1.3520316706894828,-1.520322951536775,2.6747145230247384,0.2096728783419121,-0.1230942607954725,0.102027822118341,-0.1213187154213802,-0.4115524827010149,-0.0550298157733602,0.041257182908829626
5,-3.9791942190846475e-15,1.3870888921001248,-0.2297437221310622,0.4716686687275001,1.1729959956365796,-0.878067670399315,-0.2856866517185787,-0.5321396790323131,1.9999788752263987,1.339097031865591,-1.1853352069456466,0.1158600294797395,-0.5040770159540844,-0.958307537221976,0.7208932349336413,0.041916242601223286
6,-3.4816806487480092e-15,0.0593712769984491,0.5577901408759016,0.0550424070230912,1.5294968816587262,-1.1549816718994823,-1.618865828973082,-0.1176465944792176,-0.5279399385589598,1.02811953404748,-1.2193100020855263,0.3445413750202942,-0.8362453112141428,-0.244049895563212,-0.6472715202805807,0.03694292134441479
7,-3.84660548411707e-15,0.7406427054296384,-0.0722730732224787,1.122363041481798,-0.3509568657436601,-1.3379110230646567,-1.817893902531284,0.3365703039699423,0.4989031193265389,0.6284166876593461,1.3839831457882996,0.9739130426222616,1.2270368003555745,-0.5815912599270332,1.5227105135044012,0.06305250095875681
8,-4.1399093304402025e-15,0.0351577768127474,-0.4267140956994578,-0.0920523796517099,-0.4659754136560892,0.4193133305742273,3.311192851571364,1.2833055326812357,0.1459108146900843,-1.1762286866261171,-0.9585166906713332,1.4688624325325308,0.4144303217005914,1.0229716957021149,-0.1279885312420481,0.07154893959717312
9,-3.970839467887872e-15,0.4073100007229449,-0.478488702090145,-0.4722287719432924,-1.0567832459101705,0.1009688171985198,0.2600055841032247,0.4775629821803838,0.7366252946990706,0.4761302577899531,1.2760905037535406,-0.8480980371067538,0.8484911207805116,0.0232261386317733,0.0959657695022491,0.019987396887773845
10,-3.8383619701265506e-15,-0.0423523197238453,-0.9098768640502716,-0.3691047470579482,-0.3291554088205849,0.1995411663931148,0.0621152572511331,0.0776208562453895,1.1544333901830732,0.0431923548754973,-0.6447936895342419,0.5082361422752657,1.1430817114581433,0.4149052163149597,1.5414738134278108,0.03151351318482809
