PID,ParticipantID,nfriends
664bb7edb6762aae1c5348ae,30186,3.0
5b06b39f16240200010d70a6,30187,4.0
5c49e145e97243000194bace,30188,5.0
614bbeb72b50ece145ad86ee,30189,10.0
5a533f6de0cf3d000125fbec,30190,4.0
66465c4eaf35d280ee66b87f,30191,15.0
5e8f1eb6bb578701f190229b,30192,3.0
5ce2cde71d1060001a811155,30193,1.0
5dfa956b247354017ef9e5a5,30194,5.0
66446d88662725412dc27d06,30195,5.0
664e337b865833e9f8b59991,30196,
63e68adecf06a17a744aad3c,30197,0.0
647e06e4564c6d08e99046a2,30198,3.0
5e249f815e04db720e47d872,30199,8.0
663d2836d2e6e36adf5c7e1f,30200,3.0
66427ed5e60b817db9a6611e,30201,5.0
59a40f8f514a2200017e69dc,30202,4.0
6638e099fb3eae53a2724297,30203,2.0
5cc0b9c4e28b2300017fd17f,30204,4.0
664bb59e21b369593d373323,30205,2.0
663b638be7226d4e3fcc255f,30206,3.0
612198f856c9f4f2f02f7046,30207,1.0
64135b04961f6ef6b66bb11f,30208,1.0
65fbe3363a62eb121444d34d,30209,0.0
65a6f94351af2002c16aa735,30210,10.0
66477fadf63452ba73cb1d4f,30211,6.0
642ef01a04c9f327767cde23,30212,5.0
60465205820f850f2dc6a810,30213,3.0
60db65ab46d1aba1367aebfc,30214,6.0
6637c7d9fc91cd7d5c8b0d49,30215,6.0
6100c3f0a1cd16bb87069625,30216,4.0
5f3144b8ec679e5edea7aa70,30217,10.0
60e755dd08b47aac26807cd9,30218,2.0
664f8b224e45cda392e70895,30219,3.0
663b26a4f4d837deabb4f277,30220,3.0
60f8763151c55d1cbc5e472e,30221,7.0
60de11d08bb67fc2a1e19c6a,30222,1.0
5eb54f7a4686e803f393ab91,30223,2.0
6397bcc95a5e903a262566bb,30224,4.0
5a219133b4665b00011fd87a,30225,2.0
64d901edd0bcbd2cf64d560f,30226,3.0
65577438057f7ee7d2f1f700,30227,2.0
660995c628f9390d8b2ba235,30228,2.0
56d1f7f67bbc32000589a588,30229,5.0
66085bc92a6ae345cb453ae5,30230,0.0
661c435ac17435f90741aeaf,30231,3.0
663ad56043fe3dec6ceffacd,30232,2.0
663e5dbb5370402d04233f92,30233,7.0
663e55eb0dead5d035f3b76e,30234,4.0
634696400ff1ac25ed01ad11,30235,2.0
6612d0a9046c003fef7f5e16,30236,4.0
660c5b8673b8719d3a12209c,30237,1.0
6641af97ce9ca0d0d9bf2c92,30238,2.0
6652ebf661e5b27af08d0e91,30239,0.0
6613a814a0c2d6cb21da8ef8,30240,3.0
6638d72b0c96b84a0972225b,30241,5.0
66355fbe799df84584ae9fed,30242,3.0
63be6aae1b65a42e794770ee,30243,4.0
6616fb992e894124c444e560,30244,5.0
6621503c947e5e6fe7830f1e,30245,5.0
6324d39a34afdb6e1f9e5b59,30246,2.0
66399f327bcc9d26d0dc7542,30247,3.0
56875435369319000c26947d,30248,0.0
60b610d8c3c4f177c8337729,30249,1.0
66103f5ad914390d96262539,30250,6.0
65f6d8993df9f5cc02ff0a38,30251,6.0
64d50a995a3627ba7ebeccb7,30252,6.0
577173988445140001a36edb,30253,2.0
662309d79b7522788cc54315,30254,3.0
663cf14f72401638bda502ec,30255,5.0
5beaf551ef9cd800015c658d,30256,4.0
6335c7aa782a6330c0f83437,30257,4.0
663e721c25f558c476b26fa6,30258,2.0
614a7143c781eb645f3e8760,30259,2.0
60ef2700e476748689a999f7,30260,6.0
63d96ff56b577f6ac10e5f6c,30261,5.0
57c957626736cf0001b31f39,30262,3.0
60fcc58f020a0d9d03ce0e2e,30263,10.0
5640c3ff074be600115e9e40,30264,1.0
5590a34cfdf99b729d4f69dc,30265,3.0
65e06828f8952ed833dbb0f8,30266,5.0
662a650b6b7d15a354343ad4,30267,6.0
663cce090cbab87a77756fd6,30268,4.0
6637597e13f7aa1efa9c7c35,30269,2.0
632aa954e9b6a34171a5e7ed,30270,3.0
63ff612a5b78c13aa28fa88c,30271,2.0
663e6464675410bdb462d097,30272,2.0
63df7a59b46977272b2301a0,30273,5.0
63469a362ae94cb99d4fd99a,30274,4.0
66375c6870026a3f1c97e6a4,30275,1.0
6384f755b4cc19e1153f51bb,30276,2.0
63d043863d3ac95993dca399,30277,2.0
65f2b4fbf079916998f3eeb2,30278,4.0
642f3188cc01a6b87e28a081,30279,2.0
6635094ecc9fc38e03f88ece,30280,2.0
65959bc3476ed902e418d1b8,30281,3.0
5c49d339b43d260001e4dbcb,30282,3.0
5c755c061e58be00156df988,30283,4.0
60e0e2d9a207ba546969b432,30284,2.0
5b0c82406ff4ee0001db28d1,30285,8.0
60778a5b86067c00dfec3e79,30286,6.0
5bd893be30bfa90001efc6ce,30287,2.0
5d6fc9b0a676c8001aeec9c4,30288,2.0
62b445062f732535911f91b7,30289,1.0
66480f524368d3c205090ce0,30290,2.0
5d340eedc5edfe0001f7c3f9,30291,2.0
65a80bfd4ef24b598707a8c3,30292,0.0
5f0333df099f494ed223e66a,30293,8.0
6647553d43a5c4dd9a129193,30294,6.0
664b66162c93f4cb8d9224a6,30295,3.0
5c4d87576aeb5d00010184f8,30296,2.0
5b71d15cc727a90001530313,30297,5.0
63e51be37501e0245d559a51,30298,5.0
660468936857e5fb0964cd60,30299,4.0
6640d342df9b836c0cc1b383,30300,3.0
6651fc6fa76f8668988064e8,30301,4.0
5e1c6f19a411c946eb012481,30302,3.0
60c347136d0a78b90bbd88e6,30303,1.0
65e033591f7a113b3e710126,30304,4.0
5c846aba6a4b9b0016c854f5,30305,5.0
664b720c4ee85c7c991afdc4,30306,0.0
5bd86f63eb7da20001b4334a,30307,4.0
559272f4fdf99b7e42e96932,30308,5.0
56eb00e515ef53000b46726c,30309,3.0
662e46833238ec021abe2648,30310,3.0
6614459617c24f065809b075,30311,5.0
66379fd76b0309b8f0588428,30312,4.0
62e185484154c451882a8a3d,30313,3.0
65c10e1bba59f80070501946,30314,0.0
5720da35951c9b0011d3dfe0,30315,3.0
6413799cf7721ee0ce637e09,30316,1.0
5d4225e01985380018375d83,30317,3.0
6595401ba900990efec010cd,30318,4.0
66476990b8c4a981b418584a,30319,3.0
663e5cf112f5d047cf5c9fad,30320,1.0
5615f3a47ffc8a000f812714,30321,3.0
5f549c619d2d4c808c789226,30322,1.0
6606d4f4acdc3a6b8200c0ee,30323,1.0
662c647fa4bc4e296e3e06fa,30324,2.0
66310bdf15d4ae07f1daf351,30325,7.0
62029bb4ef1cb18a1337c8a8,30326,5.0
660ec28afc34e605e925c38e,30327,2.0
5dad4c34b3446a0015e3de93,30328,3.0
63081277b75c8ad53e5149b7,30329,10.0
62729ff6b6e5922c7cc5f2dd,30330,9.0
5f084a7987a3fe028ff65b8a,30331,3.0
58747a3875946e0001ba07cf,30332,4.0
5e531b2205acdb33c0f5f24c,30333,8.0
62ed458d61ebd1930833e95a,30334,3.0
6568ead5dfb561c3ba7850a4,30335,2.0
6607c1cd4965347df24d145c,30336,4.0
5b4f6da7bdd8af000144c7df,30337,2.0
660426f5e704c43b9df81686,30338,5.0
61507c30291069d83501fdad,30339,5.0
5f0d2ad60ad0d6730c380b05,30340,2.0
5ff45beefdb6e6b063b4c520,30341,2.0
6603d47c436bc4cbabc108bc,30342,5.0
65f54bfd77f3db0d47887b37,30343,1.0
615d051e2366aeb051acb734,30344,6.0
5ca749ff98b35f0001f7559d,30345,1.0
5fb0a3d6a8e4224b973e750b,30346,3.0
616cda4e2f5f884cdd46b2eb,30347,5.0
66364921f91e0213f39248e4,30348,4.0
662d12a89738ee339d194585,30349,
6638455b9e617dce18cf6d08,30350,5.0
663929054c48656122cd8aa1,30351,7.0
60d018cc0f3faeaec2f7b7e5,30352,4.0
63eafad399e87039254d1078,30353,8.0
